title,nose,taste,finish,score
"Ardmore(unpeated) 1997 25yr ""Old Particular"" K&L pick, refill hogshead 53.3%","Oak, hot spice, herbal, burnt cream, smoke funk, cereal malt, menthol, slight fruit. Fair amount of oak, surprisingly hot and spicy. Some water calms it down and brings out more sweet creamy notes","Oak, buttery wood, smoke funk, slight astringency, cereal malt, butter cream, just a very slight fruitiness. Woody and vaguely malty with slight smoke. It's pretty hot and a little astringent. Water calms it down, brings out more sweet sugary cream. Feels delicate but not overly watered down","Cereal malt, burnt cream, wood, lots of spice. Water calms it down and makes it sweeter but there's a slight sourness",7
"""Four Roses Single Barrel"" Bevmo OBSO 10yr 6mo, 54.6%","Toasted oak, musty wood, vanilla, orange, metallic, caramel, minty spice. Fruity and minty","Toasted oak, stale musty wood, metallic, orange, caramel, zingy spice and cherry, mint. It's a bit tame, and there's a just little too much of that musty wet wood type note. But it's not overwhelming and overall it's a nice fruity Bourbon","Zingy spice and caramel, cherry, corn, layer of minty spice rides out and lingers",7
"Marquestau 1988 Aficionados pick, 48.4%","Dark toasted wood, heavy layer of vanilla, smooth spice, leather, tobacco, toffee, cherry candy emerging","All kinds of wood. There's heavy toasted oak and vanilla but also lots of fresh aromatic cedar, leather, caramel, pecan, some floral notes, dark grape, vibrant wood spice. A complex woody journey with lots of delicious notes popping up, all very cohesive","Toffee, wet wood, toasted oak, sweet vanilla, grape, some slightly drying tannins at the tail end. Sweet and woody finish",8
Marquestau 2001,"Deep chocolatey toasted oak, heavy vanilla, smooth spice, tobacco, warm thick grape, berries, plum. Dark smooth and fruity, very yum","Smooth dark toasted oak, vanilla, dark cherry, touch of drying tannins, chocolate covered grape. Ridiculously easy drinking. Feels light but with lots of flavor and an oily mouthfeel. Dark, but in this smoothly balanced way that is scrumptious","Slightly more drying on the finish, toasted oak, vanilla, tannic wood, chocolatey grape, smooth wood spice",8
"Bunnahabhain 2008 14yr ""Old Particular"" K&L pick, refill hogshead 54.2%","Honey, apricot, sweet vanilla, mellow maltiness, brine. Straightforward malty and fruity","Honey, lemon, apricot, mango, sweet malt, sugar cookie, brine, mild spice. A sweet, fruity and malty Scotch. Delicious and well-balanced","Sweet barley, vanilla frosting, big bright tropical fruits, trails off into nice gritty barley and spice, leaves sweet",8
"Orkney's Finest (Highland Park) 2008 14yr ""Old Particular"" K&L pick, refill hogshead 51.7%","Hay, sweet cereal grain, delicate smoke, floral notes, honey, tropical fruits, spice. Flows soft and sweet and fruity","Sugary barley, grassy malt, floral honey notes, lemon, tropical fruits and green apple. Bright and easy drinking, it's so darn pleasant","Honey and floral notes, tropical fruit, bright lemon, gentle spice, light earthiness. Nice sweet finish",8
"Arran 2013 9yr ""Old Particular"" K&L pick, 1st fill Bourbon 60.5%","bold toasted wood, toffee, orange, minty spice, robust malt holds up well to all the wood and spice, green apple, frosting","Sweet toasted wood, big spice, creamy toffee, thick sweet malt, buttery and desserty, tropical fruits and green apple. Big Scotchy flavor here, lots of sweet oak but not tannic or heavy at all. Still very much a thick malty and fruity Scotch","Tons of flavor keeps building big and bold, buttery wood, toffee, bright sugary barley, green apple, spice. A nice malty finish",8
"Dancing Goat ""Limousin Rye"" 7yr r/Bourbon pick, cherry bitters finish 55.6%","Cherry candy, tons of cinnamon without the heat, minty rye, sweet toasted wood, caramel, clean rye spice, menthol, light char. Like some kind of rye candy oh man yum","Caramel and sweet toasted wood, then big syrupy-sweet cherry and tons of cinnamon, it's like a thick cinnamon flavor and not a hot cinnamon. The cherry cinnamon is up front but there's also sweet wood, clean rye grain, anise, herbal spice. Somehow it all stays well balanced. Doesn't feel overly sweet or artificial at all. Man it's so drinkable","More minty rye emerges on the finish, black licorice, that thick cinnamon and cherry candy layer, barrel char. It lingers a long time, syrupy-sweet cherry and cinnamon with a little bit of minty char",9
"Caol Ila 2014 8yr ""Old Particular"" K&L pick, ex-bourbon 55.5%","Big peat, bbq meat, brine, petrol, lemon, custard, vanilla, ashy char, peppery spice. Big and peaty but smoothly balanced","Sharp biting peat, almost medicinal, toasted wood, sweet barley, lemon, ashy char, big blast of peppery spice. Straightforward Islay peat monster, the kind of Caol Ila I love. It's big and mean and meaty but it's balanced, not overly hot.","Spice, big peat, vanilla, ashy char, lemon, sweet barley",8
"Caol Ila 2011 11yr ""Old Particular"" K&L pick, refill hogshead 55.8%","Funky and spirity, new make-y buttered popcorn, cream, ash, smoke, brine, lemon, pepper","Sweet malt, smoke, brine, bready, lemon, lighter spirity funk, soft spice. It's sweet and citrusy, lighter on the smoke, even some bready and creamy notes in there. The spirity funk shows up but not as intrusive as the nose","Funky spirit, sweet malt, lemon, smoke, pastry, peppery spice",6
"Glengoyne 2007 15yr ""Old Particular"" K&L pick, refill hogshead 56%","Honey, sweet malt, lemon cake, frosting, bright floral notes, green apple, spice. Sweet and sugary and bright","Sugary-sweet, barley, green apple, vanilla icing, sugar cookie, tropical fruit, honey. Feels so bright and sweet! A lot of fun","Gritty barley, honey, still tons of sugary sweetness, some light wood and trailing spice",7
"Bruichladdich 2006 16yr ""Rest & Be Thankful,"" wine hogshead 60.6%","Toffee, tart red berry, toasted wood, chocolate, warming spice, menthol, lactic laddie malt. Elegant, thick, tons of depth","Thick toffee, chocolate, tart red berries, black cherry, lactic laddie malt, gritty toasted wood, warming spice, menthol. Wine influence is prominent but it all melds together elegantly, feels amazingly well-balanced and cohesive for a single cask. It drinks more like an OB bottling.","The flavor flows effortlessly into the finish, dark sweet wood notes and malt intertwined with tart berry and warm spice, menthol char, it just builds bigger and thicker like a behemoth of flavor",9
"Thomas H. Handy 2022, 65.45%","Syrupy and thick, nutty toffee, toasted oak, thick layer of spice, cinnamon, tobacco, bold grain, orange zest, mint. It simultaneously jumps out of the glass at you yet feels heavy and thick","Big toasted oak, syrupy cherry, zingy grain and hot herbal spice, cinnamon, mint, tobacco. A fierce spicy rye but it stays thickly balanced at the same time. Rich oak and syrupy cherry balances all the cinnamon spice heat beautifully. I love this kind of combo in a rye and this stuff does it extremely well","Hot rye spice, cinnamon, and cherry just keeps building and rides out for ages. Tobacco, sweet toasted oak, toffee",9
"Heaven Hill Bourbon 2009 10 year TWCC Single Cask, 58.2%","Butterscotch, corn, creme brulee, vanilla, light toasted wood, root beer char, spice. Creamy and desserty but still very much a Bourbon","Zingy corn, blast of hot cherry and spice, cinnamon, creamy caramel, funky buttered popcorn, soft sweet wood. It's spirity, a bit hot, with just a light creamy wood touch. Makes for an odd mix of flavors. Feels hot and a somewhat hollow","More spirity corn and creamy-sweet notes come back with fading spice. Herbal spice, cherry, musty wood, creamy caramel, funky buttered popcorn.",5
"Booker's ""Batch C06-B-15"" 7 year 3 month, 63.55%","Big blast of bold sweet corn, musty wood, brown sugar, caramel, big toasted oak, big maple note, cherry, pleasant spice but not hot. Quintessential big sweet Bourbon","Bold sweet corn front and center, brown sugar, hot cherry, musty wood, sweet toasted oak, herbal funk, vibrant spice. Big flavor without being overly hot. Has this thick syrupy mouthfeel where all the big flavors meld and balance together, but just enough heat to feel action-packed. This is really nice Bourbon. So much corn and sweet wood","Caramel and bright citrus, corn, big toasted wood, sweet char, spice. It's fiercely classic-Bourbon-goodness all the way to the end",8
"Dancing Goat ""Limousin Rye"" 6 year r/Bourbon single barrel, brandy cask 55.9%","Butterscotch, green apple, caramel, Rye grain, clean rye spice, evergreen, strawberry. Fruity and sweet with bold rye","Beautiful clean rye grain, toffee, bright candy cherry, green apple, butterscotch, evergreen, big zingy rye spice that isn't overly hot at all. It's so bold and fruity and fun and the clean rye really cuts through in a delicious way. It drinks pleasant and balanced for all the lively flavor. Wow what a Rye","Evergreen, butterscotch, tart berry, long herbal rye spice carrying through all of it",8
"Laphroaig Cairdeas 2022 ""Warehouse 1,"" 52.2%","Heavy medicinal peat, vanilla, buttery wood, lemon, spice, creamy sweetness, frosting, brine, tropical fruit, peaty char.","Big medicinal peat, hits thick and clean, brine, buttery wood, vanilla custard, bright lemon, tropical fruit, spice. It's creamy and sweet and bright, feels like a happy Laphroaig but still a big medicinal peat monster.","Vanilla, thick Frog peat, gritty brine and spice, buttery wood, sugary frosting and tropical fruits. Peaty creamy-sweet finish, medicinal peat lingers",8
"Grosperrin no.71 Petite Champagne Cognac ""Lot 642,"" 48.1%","Smooth oak, toffee, honey, nuttiness, spice, gentle grape, lightly floral. It's one smooth customer","Toffee, smooth toasted wood, honey, vanilla, nuttiness, spice, subtle grape, floral. It's a rich woodiness but it hits soft and sweet. Flavor just glides along on the palate with a silky mouthfeel. Not very tannic at all which is interesting given the age","Brighter red fruits build, then milk chocolate draws out, nutty wood, toffee, vanilla. The silky mouthfeel draws out",8
"Darroze Bellair 1980 41 year, 48.5%","Dank dark oak, sweetly toasted, heavy vanilla, wet wood, wood spice, fruity grape, sweet berry, orange, graham cracker, smooth tannins. This has it all, heavy wood and big fruits","Big arrival of dry tannic oak, dark sweetly toasted wood, cherry wood, heavy vanilla, tobacco, bold fruity grape, smooth wood spice. This is big tannic oak, favors the darker side but there's also sweeter notes and bold fruit. Thick luscious mouthfeel, very cohesive. Tastes old but not over-oaked or boring at all. Woody tannic grape juice","Tobacco, smooth darkly toasted wood, cherry wood, vanilla, dank oak, lingers into drying tannins, wood spice, grape",8
"Benrinnes 23, 58.8%","Beautiful sherry, thick and silky smooth, plum, raisin, dark red fruits, hint of tart berry, rich toffee, toasted wood, smooth and chocolatey, warm holiday spice, thick malt. Elegantly well-balanced, warm and inviting","Big warming fruits with a thick smooth mouthfeel, strawberry, raisin, fig, sweet jammy fruits, light tartness, rich toffee, strong wood, slightly tannic, barrel char, big malty thickness, wood spice. It's all woven together into this thick elegant wave of flavor. It feels so soft, yet huge and flavorful at the same time. Effortlessly well balanced. Flirts with the darker side of things but still lots of fruity sweetness. The flavor just hits perfectly it feels so right","The fruits lift up brighter and sweeter, strawberry, cherry, plum, some darker fruits, rich sweet caramel, toasted wood, stays elegantly thick and well-balanced all the way through without an off note to be found. Lingering warm dark fruits and holiday spice",9
"Lasgraves 1989 32 year, 49.5%","Bold dark fruits, black cherry, tart berries, chocolatey grape, toffee, thick vanilla, wood spice, mint, deep rich wood, toasted oak, chocolate, dark and slightly tannic, graham cracker. Cohesive bold and rich","Rich toasted oak, chocolatey and smooth with just the right amount of tannic bight, thick vanilla, toffee, dark fruits emerge from the woody richness, black cherry, chocolatey grape, graham cracker, minty spice. Rich chocolatey wood with an undercurrent of dark tart fruits, slightly tannic, all well balanced. Thick mouthfeel and big bold flavor","Antique wood, slightly drying and darkly toasted, vanilla, dark grape, black cherry, lingering tannic wood and soft minty spice",8
"Pouchegu 1983 39 year, 55.7%","Dark, dense, and powerful. Hot black cherry, tobacco, rancio, burnt grape, dark toasted wood, vanilla, hot spice, tannic wood","Tons of dark dense heat like the nose, but more toffee and caramel sweetness come through with it. Tobacco, burnt grape, syrupy black cherry, toffee, hot spice, dark tart fruits, strong darkly toasted wood, vanilla. It's big, hits strong and a little hot like a Bourbon but with tons of syrupy sweetness and thick mouth-coating flavor","Toffee, tobacco, dark sweet toasted wood, rancio, burnt grape and black cherry, barrel char, lingering sweet hot cherry and spice",8
